Date,BrandName,ProductName,Reason,Company
2013-12-27T00:00:00.0000000,Flat Creek Lodge,Cheese ,Salmonella,Flat Creek Farm & Dairy
2013-12-23T00:00:00.0000000,Hospira,Lidocaine HCl Injection ,Particulate matter,"Hospira, Inc."
2013-12-23T00:00:00.0000000,Burn 7,Dietary Supplement ,Unapproved new drug,Deseo Rebajar Inc.
2013-12-23T00:00:00.0000000,Baxter,"5 percent Dextrose Injection, USP and 0.9 percent Sodium Chloride Injection, USP ",Particulate matter,Baxter International Inc.
2013-12-20T00:00:00.0000000,Victor,Toasted Sesame Hummus ,Listeria monocytogenes,"Spokane Produce, Inc.,"
2013-12-20T00:00:00.0000000,Fosforel. Atlantika,Herring Fillet in Oil ,Listeria monocytogenes,"Zip International Group, LLC"
2013-12-19T00:00:00.0000000,Ultimate,Non-Latex Dam ,Product contains latex,Ultimate Dental & Coltène/Whaledent Inc.
2013-12-18T00:00:00.0000000,Abrams Royal Pharmacy,Sterile injectable medications ,Potential for microbial contamination,Abrams Royal Pharmacy
2013-12-18T00:00:00.0000000,Concertos in Chocolate,Solid milk chocolate Santas ,Undeclared Milk,Concertos In Chocolate
2013-12-16T00:00:00.0000000,Bee,Candy “Sweet Spots” ,Undeclared egg,"Bee International, Inc."
2013-12-13T00:00:00.0000000,Soliris,Soliris (eculizumab) 300 mg/30 mL Concentrated solution for intravenous infusion only ,Found to contain visible particles,"Alexion Pharmaceuticals, Inc."
2013-12-13T00:00:00.0000000,Farmer,Farmer Brand Dried Lily Flowers ,Undeclared sulfites,Blooming Import Inc
2013-12-13T00:00:00.0000000,EnhanceRx,Dietary Supplement ,Undeclared milk,"Stone Independent Research, Inc."
2013-12-13T00:00:00.0000000,Zanocap,Dietary Supplement ,Undeclared milk,"Stone Independent Research, Inc."
2013-12-13T00:00:00.0000000,Del Campo,Del Campo Papa seca / DRY POTATO 24x14 oz. ,Undeclared sulfites,Megabusiness LLC
2013-12-12T00:00:00.0000000,Antonina’s Artisan Bakery,Gluten free blueberry mini muffins ,Undeclared walnuts,"Pin Hsiao & Associates, LLC"
2013-12-12T00:00:00.0000000,Bee,Candy “Sweet Spots” ,Undeclared egg,"Bee International, Inc."
2013-12-11T00:00:00.0000000,Organic Traditions,Chocolate hazelnut and chocolate almond products ,Undeclared milk,Health Matters America Inc.
2013-12-11T00:00:00.0000000,Golden Lion,Dried dates ,Undeclared sulfites,Blooming Import Inc.
2013-12-11T00:00:00.0000000,Whole Foods Market,Organic creamy spinach dip ,Undeclared egg,Whole Foods Market Mid-Atlantic Region
2013-12-02T00:00:00.0000000,Trader Joe’s,Butternut Squash & Creamed Spinach Gratin ,Undeclared wheat and egg,Huxtable’s Kitchen Inc.
2013-11-29T00:00:00.0000000,Hydravax,Dietary Supplement ,Unapproved new drug,IQ Formulations
2013-11-27T00:00:00.0000000,FreeStyle® and FreeStyle Lite®,Blood glucose test strips ,May produce erroneously low blood glucose results,Abbott
2013-11-27T00:00:00.0000000,Baxter International Inc.,Nitroglycerin in 5% Dextrose Injection ,Particulates,Baxter International Inc.
2013-11-27T00:00:00.0000000,Nutrena NatureWise,Poultry feeds ,Incorrect levels of calcium,Cargill
2013-11-26T00:00:00.0000000,Heavenly,Heavenly Blue cheese ,Salmonella enteritidis,Flat Creek Farm and Dairy
2013-11-25T00:00:00.0000000,Fosforel,Herring fillet in oil ,Listeria monocytogenes,Zip International Group LLC
2013-11-25T00:00:00.0000000,"Medtronic, Inc.",Viscocel and Viscocel Plus ,Products were distributed in the US without FDA approval and violate QSR regulations related to sterility and biocompatibility that may result in the release of contaminated products.,CLR Medicals International Inc.
2013-11-23T00:00:00.0000000,Trader Joe’s,Seaweed salad ,Undeclared Peanuts,"Jayone Foods, Inc."
2013-11-21T00:00:00.0000000,Deseo Rebajar Inc.,Dietary Supplement ,Unapproved new drug,Deseo Rebajar Inc.
2013-11-20T00:00:00.0000000,Marina's German Bakery,Pastry products ,"Undeclared Almonds, Hazelnuts, and Walnuts",Marina's German Bakery
2013-11-19T00:00:00.0000000,OxyElite Pro,OxyElite Pro dietary supplement products ,Products are associated with serious liver damage or acute liver failure,USPlabs LLC
2013-11-19T00:00:00.0000000,Tendex,Dietary Supplements ,Unapproved new drug,Tendex
2013-11-18T00:00:00.0000000,RezzRx,Dietary Supplement ,Unapproved new drug,"Fossil Fuel Products, LLC"
2013-11-18T00:00:00.0000000,Wegman’s,New England Clam Chowder ,Undeclared Crab,Blount Fine Foods
2013-11-16T00:00:00.0000000,Jobbers Wholesale,Dietary Supplements ,Unapproved new drug,Jobbers Wholesale
2013-11-15T00:00:00.0000000,"Medtronic, Inc.",Guidewires designed to facilitate percutaneous coronary interventions or the placement of left ventricular leads for cardiac rhythm devices ,Have the potential for the coating on their surface to delaminate and detach,"Medtronic, Inc."
2013-11-15T00:00:00.0000000,Hashmi Surma,Eyeliner ,High levels of lead,"New Reliance Traders, Inc"
2013-11-14T00:00:00.0000000,Crunch Pak,Apple slices ,Listeria monocytogenes,Crunch Pak
2013-11-14T00:00:00.0000000,La Boulange,Soft caramel jam product ,Undeclared Hazelnuts,La Boulange Cafe & Bakery
2013-11-13T00:00:00.0000000,3 Fellers,Chocolate Cream Pies ,Undeclared almonds,3 Fellers LLC
2013-11-13T00:00:00.0000000,Nature’s Pharmacy and Compounding Center,Sterile products in the form of injectable drug or eye drop ,Lack of sterility assurance,Nature’s Pharmacy and Compounding Center
2013-11-13T00:00:00.0000000,VitaliKOR,Dietary Supplement ,Unapproved new drug,"Vitality Research Labs, LLC"
2013-11-12T00:00:00.0000000,Whole Foods Market,Artichoke Wheatberry Salad and Southwest SooFoo Salad ,Escherichia coli O157:H7 bacteria,Whole Foods Market
2013-11-12T00:00:00.0000000,S&M; Enterprise,Fruit of Wolfberry ,Undeclared sulfites,S&M; Enterprise
2013-11-11T00:00:00.0000000,HyVee,Chocolate Caramel Clusters and Chocolate Covered Caramels ,Undeclared peanut,Palmer Candy Company
2013-11-10T00:00:00.0000000,Athertone Foods,Ready to eat salads and wraps ,Escherichia coli O157:H7 bacteria,"Athertone Foods, Inc."
2013-11-09T00:00:00.0000000,OxyElite Pro,OxyElite Pro dietary supplement products ,Products are associated with serious liver damage or acute liver failure,USPlabs LLC
2013-11-09T00:00:00.0000000,Plum Organics,Baby Food Pouch Products ,Spoilage,Plum Organics
2013-11-08T00:00:00.0000000,Vega ONE,Dietary Supplement ,Unapproved new drug,"Sequel Naturals Inc., dba “Vega,”"
2013-11-07T00:00:00.0000000,"Chef's Kitchen, Daily Fresh, Family Style and more",Multiple Refrigerated Ready-to-Eat Products ,Listeria monocytogenes,Garden Fresh Foods Inc.
2013-11-07T00:00:00.0000000,Bremer,Garlic Shrimp Skillet Meal ,Undeclared egg,"Gourmet Express, LLC"
2013-11-04T00:00:00.0000000,Bailey's Choice,Pet Treats ,Salmonella,"Bailey’s Choice Dog Treats, LLC"
2013-11-03T00:00:00.0000000,Traders Giotto's,Trader Giotto’s Caesar Salad ,"Undeclared wheat, soy and fish (anchovy)",Ghiringhelli Specialty Foods
2013-11-03T00:00:00.0000000,"7-11. Block and Barrel, Dickeys, and more",Multiple Refrigerated Ready-to-Eat Products ,Listeria monocytogenes,Reser’s Fine Foods
2013-11-01T00:00:00.0000000,"Babies R Us, Care One and more",Acetaminophen infant suspension liquid ,Packages might contain oral dosing syringe without dose markings,The Perrigo Company
2013-11-01T00:00:00.0000000,"Dutch Treat Salads, LLC, and Lipari Old Tyme",Mexicali Dip ,Listeria monocytogenes,"Dutch Treat Salads, LLC"
2013-11-01T00:00:00.0000000,a) Giant Eagle b) Candy Place,"a)Slaw, salad & combo meals b)Candy corn ",a) Listeria monocytogenes b)Undeclared allergens,Giant Eagle
2013-10-31T00:00:00.0000000,Trader Joes,Southwest Salad ,Undeclared soy,"World Class Distribution, Inc."
2013-10-31T00:00:00.0000000,PENTAX,Gas/ Water Valves ,The OF-B194 gas/ water valve has been found to have a manufacturing defect which may prevent users from turning off the CO2 gas flow during an endoscopic procedure,PENTAX Medical Company
2013-10-30T00:00:00.0000000,"Garden Fresh, Archer Farms, Market Pantry, and more",Multiple Refrigerated Ready-to-Eat Products ,Listeria monocytogenes,Garden Fresh Foods Inc.
2013-10-28T00:00:00.0000000,"Shaw’s, Supervalu and more",Various Salad Products ,Listeria monoctogenes,"Taylor Farms Tennessee, Inc.; Taylor Farms Maryland, Inc.; Taylor Farms Florida, Inc. (“TFFL”); Taylor Farms Illinois, Inc. (“TFIL”); & Taylor Farms Texas, Inc. (“TFTX”)"
2013-10-28T00:00:00.0000000,Taylor Farms,Spinach Antipasta Salad ,Listeria monocytogenes,Winn-Dixie
2013-10-28T00:00:00.0000000,Taylor Farms,Spinach antipasti salad ,Listeria monocytogens,BI-LO
2013-10-26T00:00:00.0000000,"Chef Solutions, Mrs. Weavers, Reser's, more",Multiple Refrigerated Ready-To-Eat Products ,Listeria monocytogenes,Reser's Fine Food
2013-10-25T00:00:00.0000000,Kraft and Polly-O,Cheese ,Premature spoilage,Kraft Foods Group
2013-10-25T00:00:00.0000000,Taylor Farms,Broccoli Crunch Salad ,Listeria monocytogenes,Winn-Dixie
2013-10-25T00:00:00.0000000,"Price Chopper, Trucchi’s, Shaw’s and more",Salad and Slaw Kits ,Listeria monocytogenes,"Taylor Farms Tennessee, Inc. & Taylor Farms Maryland, Inc."
2013-10-24T00:00:00.0000000,"Boston Salads, Rachael's Gourmet, Dietz and Watson, Costa Fruit Fresh",Prepared salads ,Listeria monocytogenes,Boston Salads and Prepared Foods
2013-10-23T00:00:00.0000000,NatureMost Laboratories,Whey Powder ,"Undeclared milk, almond and soy allergens",NatureMost Laboratories
2013-10-22T00:00:00.0000000,"Chef Solutions, Mrs. Weaver's, Reser's more",Multiple Refrigerated Ready-to-Eat Products ,Listeria monocytogenes,Reser’s Fine Foods
2013-10-21T00:00:00.0000000,KCB,Pista Khatie (cookies) ,Undeclared eggs,"Kashmir Crown Baking, LLC"
2013-10-19T00:00:00.0000000,Specialty Medicine Compounding Pharmacy,Human and veterinary sterile products ,Particulates,Specialty Medicine Compounding Pharmacy
2013-10-18T00:00:00.0000000,Hospira Inc.,"0.25% Marcaine (Bupivacaine HCl Injection, USP), 75 mg/30 mL, Single-dose Vial – Preservative Free ",Iron Oxide Particulates,Hospira Inc.
2013-10-18T00:00:00.0000000,Sunny Pine Farm,Cheese ,Possible improper pasteurization,Sunny Pine Farm
2013-10-18T00:00:00.0000000,Price Chopper,Coconut Custard Pies ,"Undeclared milk, egg, soy, wheat and tree nut (coconut)",Price Chopper
2013-10-17T00:00:00.0000000,PRAN,Powder turmeric ,Elevated levels of lead,"Fahman Enterprises, Inc."
2013-10-16T00:00:00.0000000,"Engström, Aespire View, Aisys, and Avance",Anesthesia delivery systems ,Potential for delay of treatment,GE Healthcare
2013-10-15T00:00:00.0000000,"Avance, Aisys and Avance CS2",Anesthesia Delivery Systems ,Higher-than-expected tidal volume may occur,GE Healthcare
2013-10-15T00:00:00.0000000,B. Braun Medical,Cefepime Injection USP and Dextrose Injection USP ,Visible organic particulate matter,B. Braun Medical Inc.
2013-10-15T00:00:00.0000000,Yoder's Country Market,Gift Boxes - Honey Roasted Peanuts ,Undeclared milk and wheat,"Yoder's Country Market, Inc."
2013-10-15T00:00:00.0000000,PRAN,Powder Turmeric ,Elevated levels of lead,"Best Value, Inc."
2013-10-10T00:00:00.0000000,Nephron Pharmaceuticals Corporation,Albuterol Sulfate Inhalation Solution ,Bacterial growth,Nephron Pharmaceuticals Corporation
2013-10-10T00:00:00.0000000,Safeway Snack Artist,BBQ Potato Chips ,Undeclared milk,Barrel O’ Fun Snack Foods Co.
2013-10-08T00:00:00.0000000,PRAN,Powder turmeric ,Elevated levels of lead,Asia Cash & Carry Inc.
2013-10-07T00:00:00.0000000,Turkey Hill,Ice Cream ,Metal shavings,Turkey Hill Dairy
2013-10-07T00:00:00.0000000,"Slim Fortune, Lidiy, Slim Expert",Marketed as a dietary supplements for weight loss ,Undeclared Sibutramine,"B @ B Trade, Inc."
2013-10-07T00:00:00.0000000,Fabius,Anesthesia machine ,Potential failure of the automatic ventilation function of the device,Dräger
2013-10-05T00:00:00.0000000,OC Harvest,Red and Green Bell Peppers ,Salmonella,"Orange County Produce, LLC"
2013-10-04T00:00:00.0000000,ForeCYTE,Breast Health Test and Mammary Aspiration Specimen Cytology Test ,Lack of FDA clearance for changes,Atossa Genetics Inc.
2013-10-04T00:00:00.0000000,Hospira,"1% Lidocaine HCI Injection, USP, 10 mg/mL, 20 mL ",Oxidized stainless steel particulates,"Hospira, Inc."
2013-10-04T00:00:00.0000000,H&H; Medical Corporation,Cricothyrotomy Kits ,Defective cuff balloon,H&H; Medical Corporation
2013-10-04T00:00:00.0000000,Market Pantry,Animal Cookies ,Undeclared milk and eggs,"D.F. Stauffer Biscuit Co., Inc."
2013-10-03T00:00:00.0000000,PRAN,Spice Powder Turmeric ,Excessive lead,OnTime Distribution Inc.
2013-10-01T00:00:00.0000000,Good Taste,Plums ,Undeclared sulfites,Mandy Star Trading Inc
2013-10-01T00:00:00.0000000,Hospira,Metoclopramide USP and Ondansetron USP ,Glass particulate matter,"Hospira, Inc."
2013-09-30T00:00:00.0000000,"Big Blue Fisheries, LLC","Salmon, Cod ","The products may not have been properly cooked, potential to be contaminated with Clostridium botulinum","Big Blue Fisheries, LLC"
2013-09-30T00:00:00.0000000,AVEA,AVEA® VENTILATOR ,Patient may receive a higher than expected tidal volume.,CareFusion
2013-09-27T00:00:00.0000000,Breeze C Scooter,Breeze C Scooter ,Scooter may become unresponsive,Afikim Electric Vehicles
2013-09-26T00:00:00.0000000,Safeway,Angel Food Cakes ,Undeclared milk and soy,Safeway
2013-09-26T00:00:00.0000000,"Market Pantry, Archer Farms, D'Amico And Sons, Roundy's, more","Salads, slaw, and dip products ",Listeria monocytogenes,"Garden Fresh Foods, Inc"
2013-09-24T00:00:00.0000000,"Virilis Pro, PHUK, Prolifta",Marketed as a dietary supplements for sexual enhancement ,Undeclared drug ingredients,"Haute Health, LLC"
2013-09-23T00:00:00.0000000,Badger,Sunscreen Lotions ,"Pseudomonas aeruginosa, Candida parapsilosis and Acremonium fungi.","W.S. Badger Co., Inc."
2013-09-21T00:00:00.0000000,"Market Pantry, Archer Farms, D'Amico And Sons, Roundy's, more","Salads, slaw, and dip products ",Listeria monocytogenes,"Garden Fresh Foods, Inc"
2013-09-19T00:00:00.0000000,Baxter,Dual Luer Lock Caps ,loose particulate matter,Baxter International
2013-09-19T00:00:00.0000000,Wegmans,Apple Cinnamon Mini Muffins ,Undeclared soy,Wegmans
2013-09-18T00:00:00.0000000,P.F. Chang's,Frozen Appetizers ,Undeclared fish and shellfish,Conagra Foods
2013-09-16T00:00:00.0000000,Semifreddi's,Biscotti ,Undeclared milk and soy,Semifreddi's Inc.
2013-09-13T00:00:00.0000000,Hospira,0.25% Bupivacaine HCl Injection & 0.75% Bupivacaine HCl Injection ,Particulates - Stainless Steel & Iron Oxide,"Hospira, Inc."
2013-09-13T00:00:00.0000000,HeartSine,Samaritan® 300/300P PAD public access defibrillators ,Potential early battery depletion,"HeartSine Technologies, Ltd."
2013-09-12T00:00:00.0000000,"Dutch Valley Food Distributors, Inc.",Honey Roasted Peanuts ,Undeclared Milk and Wheat,"Dutch Valley Food Distributors, Inc."
2013-09-12T00:00:00.0000000,Ge Pharma,Dietary Supplement ,"Contains 1,3 dimethylamylamine (DMAA)","Ge Pharma, LLC"
2013-09-11T00:00:00.0000000,Schwebel Baking Company,Golden Rich Buns with Honey ,Undeclared Eggs,SCHWEBEL BAKING COMPANY
2013-09-10T00:00:00.0000000,Park Compounding,Testoserone Cypionate (Sesame Oil) 200mg/ml Sterile ,Sterility Assurance,Park Compounding
2013-09-10T00:00:00.0000000,Leiter's,Bevacizumab and Lidocaine/phenylephrine ,Sterility Assurance,Leiter's Compounding Pharmacy
2013-09-09T00:00:00.0000000,Avella,Bevacizumab 1.25 mg/0.05 mL PF and Vancomycin PF (BSS) 1% ,Sterility Assurance,Avella Specialty Pharmacy
2013-09-09T00:00:00.0000000,Talenti,Talenti German Chocolate Cake Gelato ,Undeclared Almonds,Talenti® Gelato & Sorbetto
2013-09-09T00:00:00.0000000,First Street Bakery,Blueberry Muffin 14oz and Blueberry Loaf Cake 16oz. ,Undeclared Milk and Soy,Bubbles Baking Company
2013-09-06T00:00:00.0000000,"Equate (Wal-Mart), CVS, up & up (Target)","Lubricant Eye Drops, Carboxymethylcellulose Sodium 0.5% Ophthalmic Solution ",Concerns regarding the effectiveness of the preservative,"Altaire Pharmaceuticals, Inc."
2013-09-06T00:00:00.0000000,University Compounding Pharmacy,"Testosterone Cypionate (Sesame Oil), Testosterone Cypionate/Testosterone Proprionate, PGE-1 NS, more ",Lack of assurance of sterility,University Compounding Pharmacy
2013-09-06T00:00:00.0000000,MOTRIN®,Infants’ Drops Original Berry Flavor 1/2 fl oz bottles ,Particulate matter,"McNEIL-PPC, Inc."
2013-09-06T00:00:00.0000000,Pillsbury,Pillsbury Cinnamon Rolls with Icing ,Pieces of Plastic,General Mills
2013-09-05T00:00:00.0000000,Olde Cape Cod,"Olde Cape Cod Chipotle Ranch Salad Dressing, 16 oz ",Undeclared Milk and Egg,Cains Foods
2013-09-05T00:00:00.0000000,Chobani,Greek yogurt products ,"Reports of bloated, swelled product","Chobani, Inc."
2013-09-04T00:00:00.0000000,Hubbard Life Homestead,Poultry feed ,Elevated calcium level,Hubbard Feeds Inc.
2013-09-04T00:00:00.0000000,Medaus Pharmacy,"Testosterone CYP, Lipo injection with lidocaine, Taurine, more ",Lack of assurance of sterility,Medaus Pharmacy
2013-09-03T00:00:00.0000000,GoPicnic Brands,Professor Zim Zam’s Extraordinary Sweets Dark Chocolate with Orange and Dark Chocolate with Sea Salt ,Undeclared Milk,"GoPicnic Brands, Inc."
2013-08-30T00:00:00.0000000,Aminosyn II,"Aminosyn II 10 percent, Sulfite-Free, 500mL ",Foreign matter,"Hospira, Inc."
2013-08-30T00:00:00.0000000,Spartan Fresh Selections,Spartan Fresh Selections American Potato Salad ,Listeria monocytogenes,"Garden-Fresh Foods, Inc."
2013-08-30T00:00:00.0000000,Purina ONE beyOnd,Purina ONE beyOnd Our White Meat Chicken and Whole Barley Recipe Adult Dry Dog Food ,Salmonella,Nestle Purina PetCare Company
2013-08-29T00:00:00.0000000,CUBICIN,CUBICIN (daptomycin for injection) 500 mg ,Particulate matter,"Cubist Pharmaceuticals, Inc."
2013-08-28T00:00:00.0000000,Williams-Sonoma,"Meyer Lemon Braising Base, 40-Clove Garlic Chicken Braising Base, Tagine Sauce, Artichoke Pecorino Sauce ","Undeclared Milk, Soy, Wheat","Premier Foods, LLC"
2013-08-27T00:00:00.0000000,"Pro Power Max, 72 HP",Dietary Supplement ,Unapproved new drug,Hardmenstore.com
2013-08-27T00:00:00.0000000,JCB Laboratories,"Sodium thiosulfate, Sodium citrate, and Acetylcysteine ",Lack of assurance of sterility,JCB Laboratories
2013-08-27T00:00:00.0000000,Amport,"Amport Milk Chocolate Raisins, 12 oz clear tub ",Undeclared peanuts,American Importing Co
2013-08-26T00:00:00.0000000,"Wellness Pharmacy, Inc.","Dexpanthenol, Magnesium sulfate, Methylcobalamin, Sodium Phenylbutyrate, R.L. Glutathione, and Ascorbic acid (cassava) ",Lack of assurance of sterility,"Wellness Pharmacy, Inc."
2013-08-26T00:00:00.0000000,Goldenfeast®,Bird food blends ,Salmonella,Goldenfeast® Inc.
